contentType,content,title,visibility,id,tripId,stayId,user_id
tripInfo,"{""title"": ""MAC 2009"", ""desRegion"": ""North America"", ""description"": ""Ballroom Dance Competition"", ""startDate"": ""2009-01-16"", ""endDate"": ""2009-01-19"", ""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""New York"", ""desCountry"": ""USA"", ""desTravelCode"": ""LGA"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""linkAlbum"": """"}",MAC 2009,public,f5e50217-1700-49a1-a9b1-fd2237dde933,b765169d-db74-4c4d-b790-3e4fb2e2cc08,b765169d-db74-4c4d-b790-3e4fb2e2cc08,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""title"": ""NYC Visit"", ""desRegion"": ""North America"", ""description"": """", ""startDate"": ""2010-03-16"", ""endDate"": ""2009-03-20"", ""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""New York"", ""desCountry"": ""USA"", ""desTravelCode"": ""LGA"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""linkAlbum"": """"}",NYC Visit,public,5fccc051-8e10-4882-b3db-ebcb38d33a14,79ea6017-7120-499f-a2e4-cb610e39cff1,79ea6017-7120-499f-a2e4-cb610e39cff1,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""title"": ""MAC 2010"", ""desRegion"": ""North America"", ""description"": ""Ballroom Dance Competition"", ""startDate"": ""2010-01-14"", ""endDate"": ""2009-01-17"", ""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""New York"", ""desCountry"": ""USA"", ""desTravelCode"": ""LGA"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""linkAlbum"": """"}",MAC 2010,public,667e4ef5-be9b-4283-8f8d-0befe6728c88,df583183-33bb-4411-8909-eba41c7564c2,df583183-33bb-4411-8909-eba41c7564c2,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,a104e530-0619-470e-b886-c975ce4762fe,afb4f1bc-05eb-4444-8c98-f7512ef36460,918e62ce-e97c-4cc9-bff9-a2e5569946a1,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""Boston"", ""desCountry"": ""USA"", ""desRegion"": ""South America"", ""desTravelCode"": ""BOS"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-07-08"", ""endDate"": ""2010-07-12"", ""title"": ""Brazil"", ""carrierIATA"": ""AA"", ""carrierICAO"": ""AAL""}",Brazil,public,1ed25a11-bb38-43d2-9875-def26a89f348,afb4f1bc-05eb-4444-8c98-f7512ef36460,918e62ce-e97c-4cc9-bff9-a2e5569946a1,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,1aa07f71-6b02-4d53-b0a0-68effbad0665,afb4f1bc-05eb-4444-8c98-f7512ef36460,7e1d3259-44a0-489e-916c-3f21ca0cc3b0,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Newark"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""EWR"", ""destination"": ""Miami"", ""desCountry"": ""USA"", ""desRegion"": ""South America"", ""desTravelCode"": ""MIA"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-07-12"", ""endDate"": ""2010-07-13"", ""title"": ""Brazil"", ""carrierIATA"": ""AA"", ""carrierICAO"": ""AAL""}",Brazil,public,cd7e915d-df6c-4363-a58d-4746ab7bbbad,afb4f1bc-05eb-4444-8c98-f7512ef36460,7e1d3259-44a0-489e-916c-3f21ca0cc3b0,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,a3564bc4-f00a-4753-a3fd-d9af8831efa6,afb4f1bc-05eb-4444-8c98-f7512ef36460,1641619f-6f56-4900-8c76-9f6ac49fb65b,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Miami"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""MIA"", ""destination"": ""S\u00e3o Paulo"", ""desCountry"": ""Brazil"", ""desRegion"": ""South America"", ""desTravelCode"": ""GRU"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-07-13"", ""endDate"": ""2010-07-22"", ""title"": ""Brazil"", ""carrierIATA"": ""AA"", ""carrierICAO"": ""AAL""}",Brazil,public,cdd3529d-18f6-4038-916c-b51f6d0ea954,afb4f1bc-05eb-4444-8c98-f7512ef36460,1641619f-6f56-4900-8c76-9f6ac49fb65b,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,9bb1686c-9562-442a-acd1-140aa4ba88e9,afb4f1bc-05eb-4444-8c98-f7512ef36460,8c57e72b-112f-4c74-8dc4-f0cc9ba2c61c,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""S\u00e3o Paulo"", ""oriCountry"": ""Brazil"", ""oriTravelCode"": ""GRU"", ""destination"": ""Rio de Jainero"", ""desCountry"": ""Brazil"", ""desRegion"": ""South America"", ""desTravelCode"": ""RIO"", ""transportation"": ""\ud83d\ude8c"", ""carrier"": """", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-07-23"", ""endDate"": ""2010-07-27"", ""title"": ""Brazil""}",Brazil,public,948e79b8-38bc-46ef-8651-5bebd8f59fea,afb4f1bc-05eb-4444-8c98-f7512ef36460,8c57e72b-112f-4c74-8dc4-f0cc9ba2c61c,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,311557bc-c9cb-4dc7-a5e4-5751cbeb4671,afb4f1bc-05eb-4444-8c98-f7512ef36460,697b507b-a34b-47d1-910e-faae622c535b,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Rio de Jainero"", ""oriCountry"": ""Brazil"", ""oriTravelCode"": ""GIG"", ""destination"": ""S\u00e3o Paulo"", ""desCountry"": ""Brazil"", ""desRegion"": ""South America"", ""desTravelCode"": ""SAO"", ""transportation"": ""\ud83d\ude8c"", ""carrier"": """", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-07-27"", ""endDate"": ""2010-07-27"", ""title"": ""Brazil""}",Brazil,public,f450ce12-de0f-4a05-8604-7b120d9be1e1,afb4f1bc-05eb-4444-8c98-f7512ef36460,697b507b-a34b-47d1-910e-faae622c535b,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,0f96d42a-8920-4670-94eb-bdc68e6fca3e,afb4f1bc-05eb-4444-8c98-f7512ef36460,c1dfcab7-7126-4b73-a348-ad430adc3545,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""S\u00e3o Paulo"", ""oriCountry"": ""Brazil"", ""oriTravelCode"": ""GRU"", ""destination"": ""Salvador"", ""desCountry"": ""Brazil"", ""desRegion"": ""South America"", ""desTravelCode"": ""SSA"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""TAM"", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-07-28"", ""endDate"": ""2010-07-31"", ""title"": ""Brazil"", ""carrierIATA"": ""JJ"", ""carrierICAO"": ""TAM"", ""note"": ""Merged with LAN in 2012.""}",Brazil,public,7a40b259-866d-4d50-b794-9b374d562620,afb4f1bc-05eb-4444-8c98-f7512ef36460,c1dfcab7-7126-4b73-a348-ad430adc3545,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,dafe72f8-1cd9-4024-a54c-da865ad8c81d,afb4f1bc-05eb-4444-8c98-f7512ef36460,b160d6a9-0bbc-4d1d-805a-4cbfa34cadc2,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Salvador"", ""oriCountry"": ""Brazil"", ""oriTravelCode"": ""SSA"", ""destination"": ""S\u00e3o Paulo"", ""desCountry"": ""Brazil"", ""desRegion"": ""South America"", ""desTravelCode"": ""GRU"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""TAM"", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-07-31"", ""endDate"": ""2010-08-03"", ""title"": ""Brazil"", ""carrierIATA"": ""JJ"", ""carrierICAO"": ""TAM"", ""note"": ""Merged with LAN in 2012.""}",Brazil,public,88cd6020-c0fd-4459-9238-d2a3d6d0bf68,afb4f1bc-05eb-4444-8c98-f7512ef36460,b160d6a9-0bbc-4d1d-805a-4cbfa34cadc2,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
photoAlbum,"{""link"": ""https://photos.app.goo.gl/M37gW6iseB8qgxse8""}",Brazil,private,e83de073-bacc-4fd3-865f-dee274e76ac1,afb4f1bc-05eb-4444-8c98-f7512ef36460,6579deb4-0da2-46a7-aa28-187682d46d91,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""S\u00e3o Paulo"", ""oriCountry"": ""Brazil"", ""oriTravelCode"": ""GRU"", ""destination"": ""Chapel Hill"", ""desCountry"": ""USA"", ""desRegion"": ""South America"", ""desTravelCode"": ""RDU"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""description"": ""S\u00e3o Paulo, Rio, Salvador"", ""startDate"": ""2010-08-04"", ""endDate"": ""2010-08-04"", ""title"": ""Brazil"", ""carrierIATA"": ""AA"", ""carrierICAO"": ""AAL""}",Brazil,public,0cb9ad53-e32c-4f3b-be34-ebe3c10568e7,afb4f1bc-05eb-4444-8c98-f7512ef36460,6579deb4-0da2-46a7-aa28-187682d46d91,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""title"": ""Grad School Interview at NYU"", ""desRegion"": ""North America"", ""description"": """", ""startDate"": ""2011-02-24"", ""endDate"": ""2009-02-27"", ""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""New York"", ""desCountry"": ""USA"", ""desTravelCode"": ""LGA"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""linkAlbum"": """"}",Grad School Interview at NYU,public,76244d5a-1be3-449c-89b2-5a6ffc64d95f,13515a9b-0b40-4286-a4eb-7584d239edaf,13515a9b-0b40-4286-a4eb-7584d239edaf,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""title"": ""SF 2011"", ""desRegion"": ""North America"", ""description"": """", ""startDate"": ""2011-03-23"", ""endDate"": ""2011-03-27"", ""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""San Francisco"", ""desCountry"": ""USA"", ""desTravelCode"": ""SFO"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""linkAlbum"": """"}",SF 2011,public,ab79d0d9-ad79-4f55-99d7-b2f91c0234ef,c39b1f22-64c3-4f15-820f-690aaea97e6a,c39b1f22-64c3-4f15-820f-690aaea97e6a,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""title"": ""Miami 2011"", ""desRegion"": ""North America"", ""description"": """", ""startDate"": ""2011-05-13"", ""endDate"": ""2011-05-16"", ""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""Miami"", ""desCountry"": ""USA"", ""desTravelCode"": ""MIA"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""American"", ""linkAlbum"": """"}",Miami 2011,public,15fb75e8-d76a-4f5a-9dc2-29fb10487ce8,c5cc6680-85d9-4906-804b-1e7f5d59c1ef,c5cc6680-85d9-4906-804b-1e7f5d59c1ef,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Raleigh"", ""oriCountry"": ""USA"", ""oriTravelCode"": ""RDU"", ""destination"": ""London"", ""desCountry"": ""UK"", ""desRegion"": ""Europe"", ""desTravelCode"": ""LHR"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""Delta"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-07-19"", ""endDate"": ""2011-07-23"", ""title"": ""Europe"", ""carrierIATA"": ""DL"", ""carrierICAO"": ""DEL""}",Europe,public,8089acf7-9977-4bfe-a753-53809868975c,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,9c0b70a2-f35b-49d0-9a25-907e5a3c28d7,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""London"", ""oriCountry"": ""UK"", ""oriTravelCode"": ""LTN"", ""destination"": ""Zurich"", ""desCountry"": ""Switzerland"", ""desRegion"": ""Europe"", ""desTravelCode"": ""ZRH"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""EasyJet"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-07-24"", ""endDate"": ""2011-07-25"", ""title"": ""Europe"", ""carrierIATA"": ""U2"", ""carrierICAO"": ""EZY""}",Europe,public,d1180047-4b67-42a6-ab27-159c91a22d81,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,82c90e22-f861-4599-8b54-1192af81ebd0,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Zurich"", ""oriCountry"": ""Switzerland"", ""oriTravelCode"": ""ZRH"", ""destination"": ""Berlin"", ""desCountry"": ""Germany"", ""desRegion"": ""Europe"", ""desTravelCode"": ""BER"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""Air Berlin"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-07-26"", ""endDate"": ""2011-07-28"", ""title"": ""Europe"", ""carrierIATA"": ""AB"", ""carrierICAO"": ""BER""}",Europe,public,8b903c50-3238-4f18-b907-3505dfcc76b6,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,b7c73768-12ba-4282-8d00-d5f781e893c9,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Berlin"", ""oriCountry"": ""Germany"", ""oriTravelCode"": ""BER"", ""destination"": ""Rome"", ""desCountry"": ""Italy"", ""desRegion"": ""Europe"", ""desTravelCode"": ""FCO"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""Air Berlin"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-07-29"", ""endDate"": ""2011-07-29"", ""title"": ""Europe"", ""carrierIATA"": ""AB"", ""carrierICAO"": ""BER""}",Europe,public,161c1d4b-b754-4e3a-bfd7-bc503d29cc33,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,699250b2-e193-49ec-b7bd-13e0c2214d2f,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Rome"", ""oriCountry"": ""Italy"", ""oriTravelCode"": ""FCO"", ""destination"": ""Vetralla"", ""desCountry"": ""Italy"", ""desRegion"": ""Europe"", ""desTravelCode"": """", ""transportation"": ""\ud83d\ude97"", ""carrier"": """", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-07-29"", ""endDate"": ""2011-07-31"", ""title"": ""Europe""}",Europe,public,b47d78e5-117a-44f2-bc6f-f45e1f22697c,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,4c2d6e07-69df-4767-beae-afe958af0d5d,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Vetralla"", ""oriCountry"": ""Italy"", ""oriTravelCode"": """", ""destination"": ""Rome"", ""desCountry"": ""Italy"", ""desRegion"": ""Europe"", ""desTravelCode"": ""ROM"", ""transportation"": ""\ud83d\ude82"", ""carrier"": """", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-08-01"", ""endDate"": ""2011-08-02"", ""title"": ""Europe""}",Europe,public,2ed35619-c7f4-4c87-87ba-33b243db8eb6,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,63fb7e74-22d1-44fc-af25-3a589d78d46f,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Rome"", ""oriCountry"": ""Italy"", ""oriTravelCode"": ""ROM"", ""destination"": ""Barcelona"", ""desCountry"": ""Spain"", ""desRegion"": ""Europe"", ""desTravelCode"": ""BCN"", ""transportation"": ""\u2708\ufe0f"", ""carrier"": ""Vueling"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-08-03"", ""endDate"": ""2011-08-07"", ""title"": ""Europe"", ""carrierIATA"": ""VY"", ""carrierICAO"": ""VLG""}",Europe,public,29103c7d-89d4-44c9-9798-05044e0dfb3f,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,4e6bab71-2f13-4632-a781-2bd34ac33b72,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Barcelona"", ""oriCountry"": ""Spain"", ""oriTravelCode"": ""BCN"", ""destination"": ""Sitges"", ""desCountry"": ""Spain"", ""desRegion"": ""Europe"", ""desTravelCode"": """", ""transportation"": ""\ud83d\ude82"", ""carrier"": ""Renfe"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-08-08"", ""endDate"": ""2011-08-08"", ""title"": ""Europe"", ""carrierIATA"": ""4R"", ""carrierABBR"": ""RENFE""}",Europe,public,01debedb-63ee-4113-9ff0-6b4870e01ca9,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,cf6fd282-3103-4753-b92b-4742ee05f156,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Barcelona"", ""oriCountry"": ""Spain"", ""oriTravelCode"": ""BCN"", ""destination"": ""Girona"", ""desCountry"": ""Spain"", ""desRegion"": ""Europe"", ""desTravelCode"": """", ""transportation"": ""\ud83d\ude82"", ""carrier"": ""Renfe"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-08-09"", ""endDate"": ""2011-08-10"", ""title"": ""Europe"", ""carrierIATA"": ""4R"", ""carrierABBR"": ""RENFE""}",Europe,public,506e7ade-dbe3-4c8b-9309-b0ca6a0077c9,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,61a3f2ff-5064-4eeb-8120-4653034108c0,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
tripInfo,"{""origin"": ""Girona"", ""oriCountry"": ""Spain"", ""oriTravelCode"": ""BCN"", ""destination"": ""Barcelona"", ""desCountry"": ""Spain"", ""desRegion"": ""Europe"", ""desTravelCode"": """", ""transportation"": ""\ud83d\ude82"", ""carrier"": ""Renfe"", ""description"": ""London, Zurich, Berlin, Rome, and Barcelona"", ""startDate"": ""2011-08-11"", ""endDate"": ""2011-08-20"", ""title"": ""Europe"", ""carrierIATA"": ""4R"", ""carrierABBR"": ""RENFE""}",Europe,public,5d1c2b53-8852-4fcb-9b8b-66f99be12c63,74b2567e-a641-4655-aaa2-f6cbe3ab9dfc,c75805cb-9b49-4b2f-8cd0-a06db36e7dcd,39f9e257-ede3-4b3c-ba3b-b4004ecedf89
